City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
325,Yeniseysk,RU,55.94,scattered clouds,58.4497,92.1703,"""Domino"""
326,Menongue,AO,51.28,clear sky,-14.6585,17.691,Ritz Lauca
327,Xining,CN,62.64,broken clouds,36.6167,101.7667,Super Leisure Hotel
329,Pisco,PE,62.65,clear sky,-13.7,-76.2167,Hotel San Isidro Oficial
330,Bartlesville,US,82.35,clear sky,36.7473,-95.9808,Hilton Garden Inn Bartlesville
331,Dakoro,NE,85.64,clear sky,14.5106,6.765,Shagon mai liverpool
333,Mayo,US,81.01,clear sky,38.8876,-76.5119,Resorts Resource Group International
334,Valparaiso,CL,50.47,clear sky,-33.0393,-71.6273,Hotel Ultramar
335,Timra,SE,47.88,overcast clouds,62.487,17.3257,Bergefors park
336,Quelimane,MZ,67.95,clear sky,-17.8786,36.8883,Hotel Flamingo
337,Talcher,IN,93.54,overcast clouds,20.95,85.2167,Hotel Green Park
339,Chuy,UY,40.77,few clouds,-33.6971,-53.4616,Nuevo Hotel Plaza
340,Port-Gentil,GA,75.78,overcast clouds,-0.7193,8.7815,Fengshui Residence
341,Tazovskiy,RU,37.4,scattered clouds,67.4667,78.7,TazHostel
342,Hastings,GB,54.52,overcast clouds,50.8552,0.5729,Zanzibar Hotel
343,Vardo,NO,40.98,overcast clouds,70.3705,31.1107,Vardø Hotel AS
344,Mahebourg,MU,73.69,scattered clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
345,Lamas,PE,68.47,broken clouds,-6.4167,-76.5333,Peru Selva Tarapoto Lamas Linda
346,Mecca,SA,86.4,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
347,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
348,Abu Kamal,SY,81.75,clear sky,34.4506,40.9171,البوكمال
349,Joshimath,IN,67.89,clear sky,30.5667,79.5667,Shivalik Camps & Resort
350,Payakumbuh,ID,81.18,overcast clouds,-0.2202,100.6308,Dalimo Homestay
351,Palu,ID,89.24,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
353,Le Portel,FR,49.69,overcast clouds,50.7056,1.5757,ibis Boulogne-sur-Mer Centre Les Ports
354,Vega De Alatorre,MX,82.78,overcast clouds,20.0333,-96.6333,Hotel D Luxe
355,Mildura,AU,55.36,light rain,-34.2,142.15,Mercure Hotel Mildura
356,Portland,US,64.15,overcast clouds,45.5234,-122.6762,Embassy Suites by Hilton Portland Downtown
357,Benjamin Constant,BR,73.53,overcast clouds,-4.3831,-70.0311,CASA AVALIADA
358,Vanimo,PG,75.63,overcast clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
359,Vestmannaeyjar,IS,49.98,overcast clouds,63.4427,-20.2734,Glamping & Camping
360,Khasan,RU,54.37,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
361,Taranagar,IN,88.97,clear sky,28.6709,75.0351,Jyani Plaza
362,Hohhot,CN,66.49,few clouds,40.8106,111.6522,Sheraton Hohhot Hotel
364,Caraballeda,VE,80.67,scattered clouds,10.6112,-66.8522,Hotel 15 Letras
365,Martapura,ID,86.09,few clouds,-3.4167,114.85,Montana Hotel Syariah
366,Whyalla,AU,59.11,few clouds,-33.0333,137.5833,Foreshore Motor Inn
367,Padang,ID,84.25,broken clouds,-0.9492,100.3543,Mercure Padang
368,Nabire,ID,86.07,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
369,Feldkirchen An Der Donau,AT,49.95,broken clouds,48.3452,14.0513,Sonne - Hotel | Gasthof | Restaurant
371,Thanatpin,MM,78.98,overcast clouds,17.2119,96.3033,Lo Ta Ya Garden
372,Te Anau,NZ,56.5,overcast clouds,-45.4167,167.7167,Kingsgate Hotel Te Anau
373,Byron Bay,AU,65.95,few clouds,-28.65,153.6167,Backpackers Inn
374,Cicero Dantas,BR,67.89,light rain,-10.6,-38.3833,Hotel Beatriz
375,Winnemucca,US,60.85,scattered clouds,40.973,-117.7357,Winners Inn Casino
376,Iqaluit,CA,37.13,scattered clouds,63.7506,-68.5145,Frobisher Inn
377,Mahibadhoo,MV,81.1,overcast clouds,3.7833,72.9667,Omadhoo Inn
379,Muscle Shoals,US,80.74,clear sky,34.7448,-87.6675,Microtel Inn & Suites by Wyndham Tuscumbia/Muscle Shoals
380,Vila Velha,BR,73.35,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
381,Mindelo,CV,74.75,scattered clouds,16.8901,-24.9804,Hotel Gaudi
382,Santa Cruz,BO,58.46,broken clouds,-17.8,-63.1667,Aviador Hotel Boutique
383,Mandan,US,57.18,moderate rain,46.8267,-100.8896,Twin City Estates
384,Altay,CN,65.37,overcast clouds,47.8667,88.1167,Jinqiao Hotel
385,Olinda,BR,78.53,moderate rain,-8.0089,-34.8553,Flat Quatro Rodas Olinda
386,Kearney,US,70.36,clear sky,40.6995,-99.0815,"Holiday Inn Kearney, an IHG Hotel"
387,Kutum,SD,75.18,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
388,Kolokani,ML,78.49,broken clouds,13.5728,-8.0339,Lycee Famolo Coulibalibali De Kolokani
389,Vila Franca Do Campo,PT,58.19,light rain,37.7167,-25.4333,Pestana Bahia Praia
390,Fengcheng,CN,72.05,clear sky,40.4536,124.0717,Hanting Hotel Fengcheng Phoenix Station
391,Bowen,AU,76.32,overcast clouds,-20.0167,148.2333,Castle Motor Lodge Motel
392,Sibu,MY,82.71,few clouds,2.3,111.8167,RH HOTEL (4 Star)
393,Gap,FR,42.84,overcast clouds,44.6667,6.0,La Griotte
394,Sayyan,YE,61.23,clear sky,15.1718,44.3244,ملاطف ابوحورية
395,Bahile,PH,82.27,light rain,9.9995,118.7878,Nitivos Beach Resort
396,Saint Anthony,US,73.0,thunderstorm with light rain,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
397,Rio De Janeiro,BR,75.16,scattered clouds,-22.9028,-43.2075,Hotel cruz de ouro
398,Doka,SD,84.36,few clouds,13.5167,35.7667,Um Rakuba Refugee Camp
399,Chase,CA,72.09,overcast clouds,50.8165,-119.6857,Chase Country Inn Motel
400,Aban,RU,57.96,scattered clouds,56.67,96.06,Gostinitsa
401,Husavik,IS,49.51,scattered clouds,66.0449,-17.3389,Bjarnabúð
402,Ahuimanu,US,87.51,few clouds,21.4447,-157.8378,Paradise Bay Resort
403,Faya,SA,64.51,few clouds,18.3851,42.4509,املاك خالد الشعشوع
405,Sioux Lookout,CA,73.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
406,Kurumkan,RU,58.84,broken clouds,54.3,110.3,Ilikchin
407,Charters Towers,AU,70.65,overcast clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
409,Najran,SA,75.85,clear sky,17.4924,44.1277,محمد هادي ال فطيح
410,Kavaratti,IN,82.26,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
412,Vitim,RU,63.77,clear sky,59.4511,112.5578,Gostinitsa V Apteke
414,Hofn,IS,43.57,broken clouds,64.2539,-15.2082,Hótel Höfn
415,Indramayu,ID,81.79,scattered clouds,-6.3264,108.32,Grand Trisula Hotel
416,Guia De Isora,ES,63.32,scattered clouds,28.2115,-16.7795,La Vista Pension
418,Kiama,AU,62.01,light rain,-34.6833,150.8667,The Sebel Kiama Harbourside
419,Lima,PE,61.9,clear sky,-12.0432,-77.0282,Hotel Kamana
420,Severo-Kurilsk,RU,44.06,broken clouds,50.6789,156.125,Kak Doma
421,Castlecomer,IE,44.06,few clouds,52.8061,-7.2106,Wandesforde House B&B
423,Dolores,AR,36.16,clear sky,-36.3132,-57.6792,Apart Hotel - Arianos
424,Bagdarin,RU,56.44,scattered clouds,54.4333,113.6,Gostevoy Dom Terem
425,Alibag,IN,86.07,scattered clouds,18.6411,72.8792,"Radisson Blu Resort & Spa - Alibaug, India"
426,Zaysan,KZ,68.23,overcast clouds,47.4667,84.8667,Ерлан үй
427,Hernani,ES,60.4,clear sky,43.2662,-1.9762,Ibiltze
428,Guilin,CN,69.91,moderate rain,25.2819,110.2864,Grand 0773 Hotel
429,Aloleng,PH,84.9,overcast clouds,16.1307,119.7824,Steve Walden and Emma Sison-Walden Residence
430,Sitka,US,53.49,scattered clouds,57.0531,-135.33,Westmark Sitka
431,Mustasaari,FI,52.23,clear sky,63.1142,21.6822,Hotel Astor
432,Macroom,IE,46.47,clear sky,51.9,-8.95,Castle Hotel
433,Ostersund,SE,50.61,broken clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
434,Parral,MX,79.14,clear sky,26.9333,-105.6667,HOTEL LOS ARCOS PARRAL
435,Nyagan,RU,45.37,overcast clouds,62.1406,65.3936,Rainbow Hotel
436,Bima,ID,87.21,broken clouds,-8.4667,118.7167,Lambitu Hotel
437,Maseru,LS,36.23,scattered clouds,-29.3167,27.4833,Lakeview guesthouse
438,Acari,PE,65.68,broken clouds,-15.4311,-74.6158,HOSPEDAJE XIMENA
439,Aki,JP,80.55,overcast clouds,33.5,133.9,Seigetsu Ryokan
441,Fortuna,US,58.86,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
442,Nome,US,56.16,clear sky,64.5011,-165.4064,Dredge 7 Inn
443,Fort Nelson,CA,69.39,scattered clouds,58.8053,-122.7002,The Fort Nelson Hotel
444,Harper,LR,77.54,light rain,4.375,-7.7169,Screensaver
445,Buala,SB,85.75,clear sky,-8.145,159.5921,Maringe Lagoon Lodge
446,Sala,MA,65.64,clear sky,34.0389,-6.8166,Hôtel Mercure Rabat Sheherazade
447,Talnakh,RU,41.7,clear sky,69.4865,88.3972,Talnakh Hotel
448,Pathein,MM,78.67,overcast clouds,16.7833,94.7333,Pathein Hotel
449,Piacabucu,BR,75.0,scattered clouds,-10.4056,-36.4344,Piaçabuçu News
450,Havelock,US,80.55,clear sky,34.8791,-76.9013,Sherwood Motel
451,Dudinka,RU,36.99,broken clouds,69.4058,86.1778,Hotel Viktoria
452,Klaksvik,FO,43.72,broken clouds,62.2266,-6.589,Airbnb rooms
453,Itaituba,BR,72.79,scattered clouds,-4.2761,-55.9836,Hotel Campos
454,Shirvan,AZ,68.54,clear sky,39.9509,48.8994,Nəriman Nərimanov küçəsi Şirvan Azərbaycan
455,Kokopo,PG,84.67,broken clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
456,Springdale,US,80.51,broken clouds,36.1867,-94.1288,Springdale Inn
457,Pacific Grove,US,66.81,few clouds,36.6177,-121.9166,Lovers Point Inn
458,San Andres,CO,84.22,broken clouds,12.5847,-81.7006,Hotel Arena Blanca
459,Takab,IR,56.17,clear sky,36.4009,47.1133,نانوایی جواد
460,Spisska Bela,SK,48.51,few clouds,49.1872,20.4595,Privát Belá
461,Oyugis,KE,61.43,overcast clouds,-0.509,34.7358,Hotel Ayadom
462,Lagunas,PE,72.55,light rain,-5.2269,-75.6753,Hospedaje Eco
464,Ikom,NG,73.63,overcast clouds,5.9667,8.7063,Reho Farm & Resort
465,York,US,81.39,clear sky,40.1254,-77.0,Rodeway Inn
466,Inta,RU,50.86,few clouds,66.0317,60.1659,Apartments in Inta city
467,Kudahuvadhoo,MV,81.54,light rain,2.6708,72.8944,Niyama Private Islands Maldives
468,Falmouth,GB,49.1,clear sky,50.1544,-5.0711,The Falmouth Hotel
469,Visby,SE,48.42,overcast clouds,57.6409,18.296,Best Western Solhem Hotel Visby
470,Sept-Iles,CA,48.06,broken clouds,50.2001,-66.3821,Comfort Inn
471,Leland,US,78.82,clear sky,34.2563,-78.0447,Leland Station
472,Surt,LY,77.31,overcast clouds,31.2089,16.5887,الهادي ابوشعاله سرت
473,Rocha,UY,40.32,broken clouds,-34.4833,-54.3333,Hotel Arrarte
474,Oktyabrskiy,RU,52.21,clear sky,54.4815,53.471,Гостиница Октябрьская
475,Victoria,HK,87.96,overcast clouds,22.2855,114.1577,Mini Central
476,Bilibino,RU,57.85,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
477,Tumpat,MY,82.38,few clouds,6.1978,102.171,Baan Tanyong B&B
478,Sidi Ali,DZ,67.59,overcast clouds,36.0998,0.4206,Complexe touristique haje bezine
479,General Roca,AR,32.63,clear sky,-39.0333,-67.5833,Hotel El Recreo
480,Sao Filipe,CV,74.32,few clouds,14.8961,-24.4956,Hotel Xaguate
481,Mahon,ES,64.96,clear sky,39.8885,4.2658,ARTIEM Capri
482,Anadyr,RU,50.5,fog,64.75,177.4833,Отке17.ру — жильё для командированных
483,Funadhoo,MV,79.74,overcast clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
484,Luangwa,ZM,55.8,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
485,Flinders,AU,60.39,clear sky,-34.5833,150.8552,Shellharbour Resort & Conference Centre
486,Zadonsk,RU,53.11,scattered clouds,52.3904,38.9261,Don Inn
487,Nhulunbuy,AU,86.61,scattered clouds,-12.2333,136.7667,East Arnhem Real Estate
489,Gladstone,AU,71.53,broken clouds,-23.85,151.25,Highpoint International Hotel
491,Nguru,NG,85.39,clear sky,12.8791,10.4526,Government Lodge
492,Loiza,PR,81.07,scattered clouds,18.4313,-65.8802,Puerto Rico Vacation Villas at Aquatika
493,Hit,IQ,84.88,clear sky,33.6416,42.8251,ࢪُبَمـا ؏ُـمَـࢪ
494,Nelson Bay,AU,62.11,clear sky,-32.7167,152.15,Mantra Nelson Bay
495,Hede,CN,82.76,overcast clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
496,Inongo,CD,69.76,clear sky,-1.95,18.2667,Hotel Du Lac
497,Tete,MZ,57.29,clear sky,-16.1564,33.5867,Zambeze Paraíso Misterioso
498,Rabo De Peixe,PT,57.27,light intensity shower rain,37.8,-25.5833,Quinta das Giestas
499,Mongo,TD,85.08,broken clouds,12.1844,18.693,Résidences du Programme FIDA
500,Opunake,NZ,66.85,few clouds,-39.4556,173.8583,Walton Cottage
501,Myanaung,MM,84.4,overcast clouds,18.2833,95.3167,Taung Hlay Khar
503,Codrington,AU,50.25,light rain,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
504,Sawakin,SD,84.54,few clouds,19.1059,37.3321,فندق الدويم
506,Ambilobe,MG,65.46,clear sky,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
507,Tazmalt,DZ,71.29,broken clouds,36.3868,4.3989,Hôtel Numédia
508,Dingle,PH,79.16,light rain,10.9995,122.6711,SEGAYA PROPERTY
509,Wad Rawah,SD,87.31,clear sky,15.1603,33.1397,ود الترابي
510,Kaeo,NZ,67.32,moderate rain,-35.1,173.7833,Bushido Lodge
511,Xuddur,SO,69.6,few clouds,4.1213,43.8894,Banjanay Hotel
512,Diphu,IN,81.27,scattered clouds,25.8333,93.4333,Hotel Kamakhya
513,Gambela,ET,69.49,light rain,8.25,34.5833,Solomon Debebe Hotel
514,Nakhon Thai,TH,80.46,light rain,17.1006,100.8374,Phet resort
515,San Pedro,PH,87.35,scattered clouds,14.35,121.0167,Esquivel's Garden And Resort
516,Luziania,BR,65.89,clear sky,-16.2525,-47.9503,HOTEL SARON
517,Mackenzie,CA,62.82,scattered clouds,55.2999,-123.1698,Hilton Shop
518,Badiraguato,MX,81.7,clear sky,25.3667,-107.5167,"Hotel ""Real Del Campo"""
519,Yarmouth,US,72.97,clear sky,41.7057,-70.2286,Blue Rock Resort
520,Westport,US,74.86,clear sky,41.1415,-73.3579,The Westport Inn
521,Mnogovershinnyy,RU,51.35,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
522,Basco,PH,84.76,broken clouds,20.4487,121.9702,Nathaniel's Lodge
523,Zhuhai,CN,89.85,scattered clouds,22.2769,113.5678,珠海粤财假日酒店
524,Mujiayingzi,CN,67.15,overcast clouds,42.1167,118.7833,Jinjiang Hotel
526,Dalby,AU,61.99,clear sky,-27.1833,151.2667,Kobbers Motor Inn Dalby
527,Russell,US,83.8,few clouds,32.3502,-85.1999,Macs
528,Sidney,AU,63.61,few clouds,-33.8679,151.2073,The Grace Sydney
530,Turukhansk,RU,53.22,scattered clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
531,Grindavik,IS,48.67,fog,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
533,Astana,KZ,60.75,scattered clouds,51.1801,71.446,King Hotel Astana
535,Waddan,LY,81.03,overcast clouds,29.1614,16.139,محل الشريف محمد العايب
536,Rivers,CA,58.15,overcast clouds,50.0308,-100.2403,Blue Crescent Hotels
537,Charagua,BO,51.85,overcast clouds,-19.8,-63.2167,Hotel
538,Buchanan,LR,77.83,light rain,5.8808,-10.0467,Kamaneahn Hotel Inc
539,Fougamou,GA,72.28,light rain,-1.2154,10.5838,Résidence d'Hôtes Bapedy
540,Santa Maria Do Suacui,BR,62.8,clear sky,-18.1903,-42.4142,Hotel Vale Verde
541,Pauini,BR,75.88,scattered clouds,-7.7136,-66.9764,Casa do Kiwliks
542,Acarau,BR,76.96,scattered clouds,-2.8856,-40.12,castelo pizzaria
543,Whitehorse,CA,70.57,broken clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
544,Svencioneliai,LT,47.35,overcast clouds,55.1667,26.0,Kambarys Svencioneliai Room for rent
545,Solnechnyy,RU,61.81,moderate rain,50.7214,136.6319,Hotel complex Pastoral
546,Mata,PT,59.76,scattered clouds,40.683,-7.4592,Hostel EntryFik
547,Sharjah,AE,80.89,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
548,Launceston,AU,45.81,light rain,-41.45,147.1667,Hotel Grand Chancellor Launceston
549,Alto Araguaia,BR,72.09,overcast clouds,-17.3147,-53.2153,Araguaia Palace Hotel
550,Maceio,BR,76.44,broken clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
551,Mackay,AU,75.69,broken clouds,-21.15,149.2,International Lodge Motel
552,Cayenne,GF,76.08,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
553,Matagami,CA,45.63,heavy intensity rain,49.7502,-77.6328,Motel Le Caribou
554,Pokhara,NP,78.3,few clouds,28.2333,83.9833,OYO 170 Hotel View Point
555,Serenje,ZM,49.23,clear sky,-13.2325,30.2352,The Kabaso's
556,Bambanglipuro,ID,82.06,broken clouds,-7.95,110.2833,Puri Brata
557,Jacareacanga,BR,73.38,few clouds,-6.2222,-57.7528,Casa do Ian😎
558,Cianjur,ID,80.06,few clouds,-6.8224,107.1393,The Jhon's Aquatic Park & Resort
559,Roma,US,75.67,clear sky,43.2128,-75.4557,Wingate By Wyndham Rome
560,Roald,NO,55.54,overcast clouds,62.5833,6.1333,Flem Cabins
561,Taksimo,RU,56.93,broken clouds,56.3444,114.8794,"Gostinitsa ""Domashniy Ochag"""
562,Watsa,CD,60.98,broken clouds,3.0372,29.5355,Hôtel Le Pacifique
563,Aksu,CN,77.99,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
565,Melnikovo,RU,58.24,scattered clouds,56.5558,84.085,Шегарка
566,San Julian,MX,76.17,overcast clouds,21.0167,-102.1667,La Nueva España
567,Shergarh,IN,93.24,clear sky,28.65,79.35,N.N.K. transport company shergarh
568,Orel-Izumrud,RU,59.02,broken clouds,43.4583,39.9244,Strana Magnoliy
569,Nuuk,GL,45.21,few clouds,64.1835,-51.7216,Vandrehuset
570,Archidona,ES,63.41,clear sky,37.0965,-4.3887,Hotel Escua
573,Johnstown,US,77.34,clear sky,40.3267,-78.922,"Holiday Inn Johnstown-Downtown, an IHG Hotel"
574,Richards Bay,ZA,57.58,clear sky,-28.783,32.0377,BON Hotel Waterfront Richards Bay
575,Prado,BR,74.59,clear sky,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
576,Yining,CN,80.85,overcast clouds,29.0361,114.5636,Xiushui Hotel
577,San Juan,AR,45.75,few clouds,-31.5375,-68.5364,Hotel Provincial
579,Zhigalovo,RU,57.22,light rain,54.8097,105.1578,"Hotel ""Lenatur"""
580,Kangaatsiaq,GL,31.8,clear sky,68.3065,-53.4641,Nukissiorfiit
581,Yakeshi,CN,49.1,overcast clouds,49.2833,120.7333,Longhua Hotel
582,Sheopur,IN,92.03,clear sky,25.6667,76.7,Shri Ram Dharmshala
583,Saldanha,ZA,48.25,clear sky,-33.0117,17.9442,Blue Bay Lodge
584,Kargasok,RU,53.58,clear sky,59.0556,80.8572,Hotel Kargasok
585,Hokitika,NZ,60.08,few clouds,-42.7167,170.9667,Beachfront Hotel Hokitika
586,Nizhniy Kuranakh,RU,60.24,broken clouds,58.8353,125.4869,Park Pobedy
587,Bismarck,US,57.04,moderate rain,46.8083,-100.7837,Ramkota Hotel & Conference Center
588,Nuevo Ideal,MX,74.03,clear sky,24.8875,-105.0728,Hotel Las Águilas
589,Berlevag,NO,42.75,clear sky,70.8578,29.0864,Kvitbrakka
590,Isangel,VU,82.51,overcast clouds,-19.55,169.2667,Tanna Lodge
591,Wembley,AU,58.08,broken clouds,-31.9333,115.8,Cambridge Atrium
592,Bacungan,PH,82.45,overcast clouds,9.9106,118.7022,Sumayang Property
593,Anqing,CN,82.8,broken clouds,30.5092,117.0506,Hongtian Hotel
594,Bonthe,SL,78.33,light rain,7.5264,-12.505,Bonthe Holiday Village
595,Lazaro Cardenas,MX,78.64,scattered clouds,17.9583,-102.2,HOTEL QUINTA ANTIGUA
596,Kirundo,BI,61.02,overcast clouds,-2.5833,30.1667,gihosha avenue du saint esprit
597,Port Blair,IN,84.24,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
598,Alekseyevka,RU,59.79,overcast clouds,50.6309,38.6903,Apartment on Ploshchad Pobedy
599,Ixtapa,MX,79.83,few clouds,20.7,-105.2,hotel la terminal
601,Topolobampo,MX,80.51,clear sky,25.6,-109.05,Hotel Marina Topolobampo
602,Kattivakkam,IN,86.09,overcast clouds,13.2167,80.3167,Euronova Freezer
603,Raahe,FI,53.69,broken clouds,64.6833,24.4833,Hotelli Raahen Hovi
604,Pimentel,PE,63.73,broken clouds,-6.8367,-79.9342,Hotel Puerto del Sol
605,Male,MV,80.55,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
606,Phuket,TH,88.12,broken clouds,8.0,98.25,The Surin
607,Ahaus,DE,49.44,overcast clouds,52.0667,7.0,Hotel Hof zum Ahaus
608,La Primavera,CO,76.14,broken clouds,5.4906,-70.4092,La Riviera Hotel Colonial
609,Udachnyy,RU,49.95,overcast clouds,66.4167,112.4,Severnoye Siyaniye
610,Pasni,PK,81.09,clear sky,25.2631,63.471,Kashmiri Hotal
611,Krutinka,RU,52.81,light rain,56.0055,71.5113,Motel Uyut
612,Mporokoso,ZM,61.32,overcast clouds,-9.3727,30.125,Government Guest House
613,Itarema,BR,76.28,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
614,Jefferson City,US,81.7,clear sky,38.5767,-92.1735,DoubleTree by Hilton Hotel Jefferson City
615,Asuncion,PY,54.9,clear sky,-25.3007,-57.6359,"Crowne Plaza Asuncion, an IHG Hotel"
616,Cacequi,BR,40.75,clear sky,-29.8836,-54.825,Hotel e Churrascaria Gaúcho
617,Conakry,GN,79.54,light rain,9.538,-13.6773,Riviera Royal Hotel
619,Neyshabur,IR,63.43,clear sky,36.2133,58.7958,Amiran Hotel & Commercial Complex
620,Talara,PE,65.01,clear sky,-4.5772,-81.2719,Hostal Oro Negro
621,Manggar,ID,85.82,few clouds,-2.8833,108.2667,Guest Hotel
622,Bemidji,US,62.89,scattered clouds,47.4736,-94.8803,Hampton Inn & Suites Bemidji
623,Krasnoufimsk,RU,49.41,moderate rain,56.6059,57.7669,Gostinitsa
624,Mocuba,MZ,62.78,scattered clouds,-16.8392,36.9856,Phama Lodge
625,Porto Novo,BJ,82.22,overcast clouds,6.4965,2.6036,Tour Eiffel Hotel Benin
626,Suez,EG,74.55,clear sky,29.9737,32.5263,Green House
627,Rio Grande,BR,41.11,clear sky,-32.035,-52.0986,Hotel Atlântico Rio Grande
628,Diamantino,BR,74.68,broken clouds,-14.4086,-56.4461,Hotel Delta
629,Waw,SS,74.23,broken clouds,7.7029,27.9953,Universal Gab Hotel
630,Barreiras,BR,72.93,broken clouds,-12.1528,-44.99,Hotel Solar das Mangueiras - Barreiras
631,George,ZA,54.95,clear sky,-33.963,22.4617,Protea Hotel by Marriott George King George
632,Meadow Lake,US,80.04,clear sky,34.8014,-106.5436,TumbleWeed RV Park
633,Dicabisagan,PH,85.86,heavy intensity rain,17.0818,122.4157,Nancy Montanes Bernardo
634,Novopokrovka,UA,59.63,overcast clouds,49.8425,36.5477,Пудж дом
635,Miyazu,JP,71.8,scattered clouds,35.5333,135.1833,Seikiro
636,Guantanamo,CU,81.97,overcast clouds,20.1444,-75.2092,Hotel Guantánamo
637,Bonavista,CA,49.82,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
638,Lukovetskiy,RU,54.9,scattered clouds,64.2956,41.9211,Provintsiya
639,Solwezi,ZM,48.34,clear sky,-12.1688,26.3894,Country Lodge Solwezi
640,La Reforma,MX,76.87,clear sky,25.0833,-108.05,Hotel Reforma
642,Doha,QA,91.38,clear sky,25.2867,51.5333,Movenpick Hotel Doha
643,Yilan,TW,88.36,overcast clouds,24.757,121.753,Dar Chen Hotel
644,Lasa,IT,51.69,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
